X;Result
-3.2100000000;11.7436955269
-3.2000000000;14.2309947867
-3.1900000000;17.7514119925
-3.1800000000;23.1126537595
-3.1700000000;32.2597536909
-3.1600000000;51.3644093061
-3.1500000000;115.9617880262
-3.1400000000;-630.8776242916
-3.1300000000;-89.2871620133
-3.1200000000;-49.3611429085
-3.1100000000;-34.7264257761
-3.1000000000;-27.1416411708
-3.0900000000;-22.5080386729
-3.0800000000;-19.3887247145
-3.0700000000;-17.1496350835
-3.0600000000;-15.4675621504
-3.0500000000;-14.1604608126
-3.0400000000;-13.1179747290
-3.0300000000;-12.2693165350
-3.0200000000;-11.5669976324
-3.0100000000;-10.9779764640
-3.0000000000;-10.4785577581
-2.9900000000;-10.0513106835
-2.9800000000;-9.6831313530
-2.9700000000;-9.3639828492
-2.9600000000;-9.0860516076
-2.9500000000;-8.8431680414
-2.9400000000;-8.6303996582
-2.9300000000;-8.4437596084
-2.9200000000;-8.2799942064
-2.9100000000;-8.1364255584
-2.9000000000;-8.0108333360
-2.8900000000;-7.9013648086
-2.8800000000;-7.8064655784
-2.8700000000;-7.7248256888
-2.8600000000;-7.6553379872
-2.8500000000;-7.5970617473
-2.8400000000;-7.5492001888
-2.8300000000;-7.5110760164
-2.8200000000;-7.4821147279
-2.8100000000;-7.4618304312
-2.8000000000;-7.4498142571
-2.7900000000;-7.4457248573
-2.7800000000;-7.4492805954
-2.7700000000;-7.4602531222
-2.7600000000;-7.4784620923
-2.7500000000;-7.5037708311
-2.7400000000;-7.5360827981
-2.7300000000;-7.5753387268
-2.7200000000;-7.6215143433
-2.7100000000;-7.6746185865
-2.7000000000;-7.7346922680
-2.6900000000;-7.8018071230
-2.6800000000;-7.8760652149
-2.6700000000;-7.9575986620
-2.6600000000;-8.0465696668
-2.6500000000;-8.1431708301
-2.6400000000;-8.2476257411
-2.6300000000;-8.3601898378
-2.6200000000;-8.4811515369
-2.6100000000;-8.6108336370
-2.6000000000;-8.7495950034
-2.5900000000;-8.8978329166
-2.5800000000;-9.0559838572
-2.5700000000;-9.2245283856
-2.5600000000;-9.4039925822
-2.5500000000;-9.5949517768
-2.5400000000;-9.7980343061
-2.5300000000;-10.0139257249
-2.5200000000;-10.2433735145
-2.5100000000;-10.4871923405
-2.5000000000;-10.7462699184
-2.4900000000;-11.0215735553
-2.4800000000;-11.3141574444
-2.4700000000;-11.6251707998
-2.4600000000;-11.9558669327
-2.4500000000;-12.3076133828
-2.4400000000;-12.6819032358
-2.4300000000;-13.0803677768
-2.4200000000;-13.5047906503
-2.4100000000;-13.9571237223
-2.4000000000;-14.4395048702
-2.3900000000;-14.9542779573
-2.3800000000;-15.5040152894
-2.3700000000;-16.0915428964
-2.3600000000;-16.7199690309
-2.3500000000;-17.3927163437
-2.3400000000;-18.1135582606
-2.3300000000;-18.8866601771
-2.3200000000;-19.7166261804
-2.3100000000;-20.6085521296
-2.3000000000;-21.5680860626
-2.2900000000;-22.6014970600
-2.2800000000;-23.7157538936
-2.2700000000;-24.9186150165
-2.2600000000;-26.2187317274
-2.2500000000;-27.6257615495
-2.2400000000;-29.1505251031
-2.2300000000;-30.8051327128
-2.2200000000;-32.6031867233
-2.2100000000;-34.5599870367
-2.2000000000;-36.6927757086
-2.1900000000;-39.0210216213
-2.1800000000;-41.5667526078
-2.1700000000;-44.3549439084
-2.1600000000;-47.4139736938
-2.1500000000;-50.7761586640
-2.1400000000;-54.4783855406
-2.1300000000;-58.5628577549
-2.1200000000;-63.0779809563
-2.1100000000;-68.0794163681
-2.1000000000;-73.6313377847
-2.0900000000;-79.8079365102
-2.0800000000;-86.6952292931
-2.0700000000;-94.3932379502
-2.0600000000;-103.0186267543
-2.0500000000;-112.7079059227
-2.0400000000;-123.6213381821
-2.0300000000;-135.9477224298
-2.0200000000;-149.9102766691
-2.0100000000;-165.7739053536
-2.0000000000;-183.8542190568
-1.9900000000;-204.5287838726
-1.9800000000;-228.2512236884
-1.9700000000;-255.5689937152
-1.9600000000;-287.1459070334
-1.9500000000;-323.7908537361
-1.9400000000;-366.4946420801
-1.9300000000;-416.4773919207
-1.9200000000;-475.2510495747
-1.9100000000;-544.6993903206
-1.9000000000;-627.1855002720
-1.8900000000;-725.6937549115
-1.8800000000;-844.0205028893
-1.8700000000;-987.0322192154
-1.8600000000;-1161.0183889059
-1.8500000000;-1374.1788676786
-1.8400000000;-1637.3043960398
-1.8300000000;-1964.7380481506
-1.8200000000;-2375.7508228822
-1.8100000000;-2896.5366335121
-1.8000000000;-3563.1482224521
-1.7900000000;-4425.8866949803
-1.7800000000;-5555.9780920450
-1.7700000000;-7055.9204441999
-1.7600000000;-9075.8508150951
-1.7500000000;-11840.0236227342
-1.7400000000;-15690.7234814207
-1.7300000000;-21163.1263617082
-1.7200000000;-29116.9061451846
-1.7100000000;-40975.7363469276
-1.7000000000;-59180.5399598034
-1.6900000000;-88086.4717592294
-1.6800000000;-135832.0319308377
-1.6700000000;-218475.9516186187
-1.6600000000;-369828.4965415549
-1.6500000000;-666918.6679308142
-1.6400000000;-1303312.5596635635
-1.6300000000;-2830419.9289974820
-1.6200000000;-7104064.4743376140
-1.6100000000;-22016947.8396042060
-1.6000000000;-95519272.1200898100
-1.5900000000;-773087792.2488348000
-1.5800000000;-30421200648.5615700000
-1.5700000000;6173623012054861.0000000000
-1.5600000000;13560122955.6103670000
-1.5500000000;508759479.6865983600
-1.5400000000;71072734.6232851900
-1.5300000000;17330161.2888557720
-1.5200000000;5759863.1680100380
-1.5100000000;2332405.8525645393
-1.5000000000;1083181.2114100142
-1.4900000000;556291.8608934586
-1.4800000000;308576.4603565144
-1.4700000000;181909.9854012265
-1.4600000000;112656.6022623077
-1.4500000000;72667.5732295962
-1.4400000000;48503.6765076154
-1.4300000000;33331.1905454697
-1.4200000000;23486.3321771589
-1.4100000000;16914.1770698538
-1.4000000000;12416.4226883159
-1.3900000000;9270.1752135184
-1.3800000000;7026.1238805383
-1.3700000000;5397.5119190995
-1.3600000000;4196.9508727586
-1.3500000000;3299.3599300072
-1.3400000000;2619.6320546828
-1.3300000000;2098.8423322649
-1.3200000000;1695.5407547594
-1.3100000000;1380.1430920974
-1.3000000000;1131.2502985911
-1.2900000000;933.1926988917
-1.2800000000;774.3625509560
-1.2700000000;646.0727015555
-1.2600000000;541.7557151839
-1.2500000000;456.4014003324
-1.2400000000;386.1546995808
-1.2300000000;328.0254866875
-1.2200000000;279.6769915779
-1.2100000000;239.2700741681
-1.2000000000;205.3475740687
-1.1900000000;176.7476953234
-1.1800000000;152.5386183747
-1.1700000000;131.9687642892
-1.1600000000;114.4286941508
-1.1500000000;99.4217240085
-1.1400000000;86.5411159951
-1.1300000000;75.4522783257
-1.1200000000;65.8787205968
-1.1100000000;57.5910872663
-1.1000000000;50.3983227226
-1.0900000000;44.1406851890
-1.0800000000;38.6841318121
-1.0700000000;33.9157955240
-1.0600000000;29.7403253085
-1.0500000000;26.0769125298
-1.0400000000;22.8568649086
-1.0300000000;20.0216195775
-1.0200000000;17.5211096588
-1.0100000000;15.3124166322
-1.0000000000;13.3586546432
-0.9900000000;11.6280437525
-0.9800000000;10.0931376602
-0.9700000000;8.7301781631
-0.9600000000;7.5185539375
-0.9500000000;6.4403454804
-0.9400000000;5.4799414286
-0.9300000000;4.6237141894
-0.9200000000;3.8597450021
-0.9100000000;3.1775903112
-0.9000000000;2.5680827613
-0.8900000000;2.0231612824
-0.8800000000;1.5357256833
-0.8700000000;1.0995119418
-0.8600000000;0.7089850164
-0.8500000000;0.3592465257
-0.8400000000;0.0459550721
-0.8300000000;-0.2347426565
-0.8200000000;-0.4862715798
-0.8100000000;-0.7116800392
-0.8000000000;-0.9136848538
-0.7900000000;-1.0947105700
-0.7800000000;-1.2569237112
-0.7700000000;-1.4022627164
-0.7600000000;-1.5324641529
-0.7500000000;-1.6490857042
-0.7400000000;-1.7535263631
-0.7300000000;-1.8470441972
-0.7200000000;-1.9307720038
-0.7100000000;-2.0057311265
-0.7000000000;-2.0728436691
-0.6900000000;-2.1329433089
-0.6800000000;-2.1867846253
-0.6700000000;-2.2350526910
-0.6600000000;-2.2783689684
-0.6500000000;-2.3172993491
-0.6400000000;-2.3523596625
-0.6300000000;-2.3840212424
-0.6200000000;-2.4127157331
-0.6100000000;-2.4388394497
-0.6000000000;-2.4627573105
-0.5900000000;-2.4848063941
-0.5800000000;-2.5052991707
-0.5700000000;-2.5245264464
-0.5600000000;-2.5427600616
-0.5500000000;-2.5602553757
-0.5400000000;-2.5772535690
-0.5300000000;-2.5939837924
-0.5200000000;-2.6106651897
-0.5100000000;-2.6275088178
-0.5000000000;-2.6447194895
-0.4900000000;-2.6624975629
-0.4800000000;-2.6810406979
-0.4700000000;-2.7005456071
-0.4600000000;-2.7212098219
-0.4500000000;-2.7432335024
-0.4400000000;-2.7668213170
-0.4300000000;-2.7921844231
-0.4200000000;-2.8195425824
-0.4100000000;-2.8491264512
-0.4000000000;-2.8811800884
-0.3900000000;-2.9159637359
-0.3800000000;-2.9537569321
-0.3700000000;-2.9948620336
-0.3600000000;-3.0396082336
-0.3500000000;-3.0883561879
-0.3400000000;-3.1415033792
-0.3300000000;-3.1994903871
-0.3200000000;-3.2628082683
-0.3100000000;-3.3320073037
-0.3000000000;-3.4077074396
-0.2900000000;-3.4906108615
-0.2800000000;-3.5815170765
-0.2700000000;-3.6813416021
-0.2600000000;-3.7911385971
-0.2500000000;-3.9121290653
-0.2400000000;-4.0457360343
-0.2300000000;-4.1936288773
-0.2200000000;-4.3577796905
-0.2100000000;-4.5405357499
