X;Result
-1.1300000000;-2.1197501678
-1.1200000000;-2.0659552804
-1.1100000000;-2.0143382297
-1.1000000000;-1.9647596693
-1.0900000000;-1.9170918310
-1.0800000000;-1.8712173450
-1.0700000000;-1.8270282019
-1.0600000000;-1.7844248354
-1.0500000000;-1.7433153125
-1.0400000000;-1.7036146138
-1.0300000000;-1.6652439940
-1.0200000000;-1.6281304123
-1.0100000000;-1.5922060238
-1.0000000000;-1.5574077238
-0.9900000000;-1.5236767399
-0.9800000000;-1.4909582647
-0.9700000000;-1.4592011261
-0.9600000000;-1.4283574892
-0.9500000000;-1.3983825875
-0.9400000000;-1.3692344793
-0.9300000000;-1.3408738271
-0.9200000000;-1.3132636975
-0.9100000000;-1.2863693790
-0.9000000000;-1.2601582158
-0.8900000000;-1.2345994574
-0.8800000000;-1.2096641196
-0.8700000000;-1.1853248588
-0.8600000000;-1.1615558562
-0.8500000000;-1.1383327118
-0.8400000000;-1.1156323472
-0.8300000000;-1.0934329160
-0.8200000000;-1.0717137215
-0.8100000000;-1.0504551410
-0.8000000000;-1.0296385560
-0.7900000000;-1.0092462874
-0.7800000000;-0.9892615360
-0.7700000000;-0.9696683271
-0.7600000000;-0.9504514598
-0.7500000000;-0.9315964592
-0.7400000000;-0.9130895326
-0.7300000000;-0.8949175286
-0.7200000000;-0.8770678993
-0.7100000000;-0.8595286647
-0.7000000000;-0.8422883800
-0.6900000000;-0.8253361048
-0.6800000000;-0.8086614014
-0.6700000000;-0.7922541990
-0.6600000000;-0.7761049310
-0.6500000000;-0.7602044163
-0.6400000000;-0.7445438384
-0.6300000000;-0.7291147444
-0.6200000000;-0.7139090209
-0.6100000000;-0.6989188756
-0.6000000000;-0.6841368208
-0.5900000000;-0.6695556573
-0.5800000000;-0.6551684596
-0.5700000000;-0.6409685618
-0.5600000000;-0.6269495445
-0.5500000000;-0.6131052220
-0.5400000000;-0.5994296313
-0.5300000000;-0.5859170201
-0.5200000000;-0.5725618372
-0.5100000000;-0.5593587221
-0.5000000000;-0.5463024958
-0.4900000000;-0.5333881522
-0.4800000000;-0.5206108493
-0.4700000000;-0.5079659019
-0.4600000000;-0.4954487735
-0.4500000000;-0.4830550696
-0.4400000000;-0.4707805310
-0.4300000000;-0.4586210269
-0.4200000000;-0.4465725494
-0.4100000000;-0.4346312075
-0.4000000000;-0.4227932214
-0.3900000000;-0.4110549176
-0.3800000000;-0.3994127237
-0.3700000000;-0.3878631637
-0.3600000000;-0.3764028535
-0.3500000000;-0.3650284966
-0.3400000000;-0.3537368796
-0.3300000000;-0.3425248690
-0.3200000000;-0.3313894066
-0.3100000000;-0.3203275063
-0.3000000000;-0.3093362507
-0.2900000000;-0.2984127880
-0.2800000000;-0.2875543270
-0.2700000000;-0.2767581369
-0.2600000000;-0.2660215426
-0.2500000000;-0.2553419220
-0.2400000000;-0.2447167034
-0.2300000000;-0.2341433630
-0.2200000000;-0.2236194221
-0.2100000000;-0.2131424449
-0.2000000000;-0.2027100360
-0.1900000000;-0.1923198380
-0.1800000000;-0.1819695294
-0.1700000000;-0.1716568225
-0.1600000000;-0.1613794610
-0.1500000000;-0.1511352183
-0.1400000000;-0.1409218953
-0.1300000000;-0.1307373182
-0.1200000000;-0.1205793374
-0.1100000000;-0.1104458248
-0.1000000000;-0.1003346570
-0.0900000000;-0.0902437761
-0.0800000000;-0.0801710920
-0.0700000000;-0.0701145462
-0.0600000000;-0.0600720931
-0.0500000000;-0.0500416986
-0.0400000000;-0.0400213380
-0.0300000000;-0.0300089950
-0.0200000000;-0.0200026595
-0.0100000000;-0.0100003264
-0.0000000000;0.0000000063
