X;Result
-0.9500000000;-1.2293839954
-0.9400000000;-1.2383009996
-0.9300000000;-1.2474739609
-0.9200000000;-1.2569104655
-0.9100000000;-1.2666184493
-0.9000000000;-1.2766062164
-0.8900000000;-1.2868824601
-0.8800000000;-1.2974562844
-0.8700000000;-1.3083372269
-0.8600000000;-1.3195352844
-0.8500000000;-1.3310609392
-0.8400000000;-1.3429251876
-0.8300000000;-1.3551395707
-0.8200000000;-1.3677162075
-0.8100000000;-1.3806678299
-0.8000000000;-1.3940078211
-0.7900000000;-1.4077502560
-0.7800000000;-1.4219099461
-0.7700000000;-1.4365024861
-0.7600000000;-1.4515443060
-0.7500000000;-1.4670527257
-0.7400000000;-1.4830460157
-0.7300000000;-1.4995434614
-0.7200000000;-1.5165654332
-0.7100000000;-1.5341334633
-0.7000000000;-1.5522703279
-0.6900000000;-1.5710001372
-0.6800000000;-1.5903483807
-0.6700000000;-1.6103422465
-0.6600000000;-1.6310104149
-0.6500000000;-1.6523834034
-0.6400000000;-1.6744936500
-0.6300000000;-1.6973756659
-0.6200000000;-1.7210662024
-0.6100000000;-1.7456044341
-0.6000000000;-1.7710321608
-0.5900000000;-1.7973940296
-0.5800000000;-1.8247377803
-0.5700000000;-1.8531145164
-0.5600000000;-1.8825790051
-0.5500000000;-1.9131900103
-0.5400000000;-1.9450106626
-0.5300000000;-1.9781088705
-0.5200000000;-2.0125577804
-0.5100000000;-2.0484362892
-0.5000000000;-2.0858296195
-0.4900000000;-2.1248299648
-0.4800000000;-2.1655372156
-0.4700000000;-2.2080597776
-0.4600000000;-2.2525154977
-0.4500000000;-2.2990327122
-0.4400000000;-2.3477514391
-0.4300000000;-2.3988247359
-0.4200000000;-2.4524202518
-0.4100000000;-2.5087220071
-0.4000000000;-2.5679324394
-0.3900000000;-2.6302747645
-0.3800000000;-2.6959957103
-0.3700000000;-2.7653686937
-0.3600000000;-2.8386975275
-0.3500000000;-2.9163207624
-0.3400000000;-2.9986167954
-0.3300000000;-3.0860099065
-0.3200000000;-3.1789774286
-0.3100000000;-3.2780583034
-0.3000000000;-3.3838633496
-0.2900000000;-3.4970876559
-0.2800000000;-3.6185256279
-0.2700000000;-3.7490893812
-0.2600000000;-3.8898313766
-0.2500000000;-4.0419724899
-0.2400000000;-4.2069370977
-0.2300000000;-4.3863973165
-0.2200000000;-4.5823293073
-0.2100000000;-4.7970856669
-0.2000000000;-5.0334895365
-0.1900000000;-5.2949584291
-0.1800000000;-5.5856693327
-0.1700000000;-5.9107820853
-0.1600000000;-6.2767465146
-0.1500000000;-6.6917324352
-0.1400000000;-7.1662439291
-0.1300000000;-7.7140171409
-0.1200000000;-8.3533669697
-0.1100000000;-9.1092683219
-0.1000000000;-10.0166876345
-0.0900000000;-11.1261270033
-0.0800000000;-12.5133452777
-0.0700000000;-14.2973900022
-0.0600000000;-16.6766738372
-0.0500000000;-20.0083396862
-0.0400000000;-25.0066735294
-0.0300000000;-33.3383430112
-0.0200000000;-50.0033523524
-0.0100000000;-100.0017357665
-0.0000000000;158193314.5313425000
