X;Result
0.1000000000;-3.3219277904
0.1500000000;-2.7369657178
0.2000000000;-2.3219286750
0.2500000000;-2.0000017861
0.3000000000;-1.7369668268
0.3500000000;-1.5145747881
0.4000000000;-1.3219295618
0.4500000000;-1.1520041233
0.5000000000;-1.0000000000
0.5500000000;-0.8624975374
0.6000000000;-0.7369655099
0.6500000000;-0.6214891033
0.7000000000;-0.5145717625
0.7500000000;-0.4150376692
0.8000000000;-0.3219285342
0.8500000000;-0.2344636052
0.9000000000;-0.1520031084
0.9500000000;-0.0740006960
1.0000000000;0.0000000000
1.0500000000;0.0703894380
1.1000000000;0.1375036070
1.1500000000;0.2016332336
1.2000000000;0.2630348146
1.2500000000;0.3219285342
1.3000000000;0.3785119737
1.3500000000;0.4329594333
1.4000000000;0.4854261157
1.4500000000;0.5360536981
1.5000000000;0.5849632873
1.5500000000;0.6322689124
1.6000000000;0.6780723914
1.6500000000;0.7224661218
1.7000000000;0.7655342024
1.7500000000;0.8073533919
1.8000000000;0.8479980010
1.8500000000;0.8875262505
1.9000000000;0.9260001977
1.9500000000;0.9634745881
2.0000000000;1.0000000000
2.0500000000;1.0356232552
2.1000000000;1.0703907254
2.1500000000;1.1043379515
2.2000000000;1.1375046501
2.2500000000;1.1699258876
2.3000000000;1.2016344139
2.3500000000;1.2326608617
2.4000000000;1.2630339241
2.4500000000;1.2927805145
2.5000000000;1.3219295618
2.5500000000;1.3504985304
2.6000000000;1.3785126612
2.6500000000;1.4059930784
2.7000000000;1.4329597192
2.7500000000;1.4594314210
2.8000000000;1.4854260001
2.8500000000;1.5109635583
2.9000000000;1.5360543534
2.9500000000;1.5607161713
3.0000000000;1.5849634223
3.0500000000;1.6088098011
3.1000000000;1.6322683325
3.1500000000;1.6553514150
3.2000000000;1.6780708594
3.2500000000;1.7004413473
3.3000000000;1.7224674313
3.3500000000;1.7441622327
3.4000000000;1.7655355598
3.4500000000;1.7865967908
3.5000000000;1.8073548979
3.5500000000;1.8278184704
3.6000000000;1.8479987120
3.6500000000;1.8678980624
3.7000000000;1.8875266232
3.7500000000;1.9068916587
3.8000000000;1.9260001436
3.8500000000;1.9448587789
3.9000000000;1.9634740051
3.9500000000;1.9818520163
4.0000000000;2.0000017861
4.0500000000;2.0179234695
4.1000000000;2.0356252109
4.1500000000;2.0531123379
4.2000000000;2.0703899860
4.2500000000;2.0874631082
4.3000000000;2.1043364832
4.3500000000;2.1210147235
4.4000000000;2.1375052852
4.4500000000;2.1538068619
4.5000000000;2.1699262591
4.5500000000;2.1858674990
4.6000000000;2.2016344719
4.6500000000;2.2172309416
4.7000000000;2.2326605509
4.7500000000;2.2479268263
4.8000000000;2.2630361426
4.8500000000;2.2779862421
4.9000000000;2.2927829723
4.9500000000;2.3074294442
5.0000000000;2.3219286750
